"","Month","DayofMonth","DayOfWeek","DepTime","CRSDepTime","ArrTime","CRSArrTime","UniqueCarrier","FlightNum","TailNum","ActualElapsedTime","CRSElapsedTime","AirTime","ArrDelay","DepDelay","Origin","Dest","Distance","TaxiIn","TaxiOut","Cancelled","CancellationCode","Diverted","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay"
"4401470",8,26,2,1040,1050,1212,1230,"OH",5651,"N523CA",92,100,59,-18,-10,"BGR","JFK",382,13,20,0,"",0,NA,NA,NA,NA,NA
"4542453",8,20,3,2114,2130,2323,2354,"DL",930,"N653DL",129,144,102,-31,-16,"ATL","LGA",761,11,16,0,"",0,NA,NA,NA,NA,NA
"4000597",7,10,4,1925,1930,2006,2025,"MQ",3094,"N323AE",41,55,30,-19,-5,"SAN","LAX",109,4,7,0,"",0,NA,NA,NA,NA,NA
"4203189",7,6,7,813,800,1243,1236,"CO",52,"N39423",210,216,192,7,13,"IAH","EWR",1400,7,11,0,"",0,NA,NA,NA,NA,NA
"4740486",8,1,5,1929,1850,2057,2020,"AA",1305,"N485AA",88,90,69,37,39,"DFW","MCI",460,6,13,0,"",0,21,0,0,0,16
"2826975",5,1,4,1413,1415,1649,1659,"NW",766,"N755NW",96,104,74,-10,-2,"MSP","DTW",528,8,14,0,"",0,NA,NA,NA,NA,NA
"3213244",6,30,1,543,545,837,848,"OO",4114,"N408SW",114,123,98,-11,-2,"TUL","ATL",674,6,10,0,"",0,NA,NA,NA,NA,NA
"2247416",4,27,7,806,810,1052,1117,"9E",3795,"89609E",106,127,87,-25,-4,"BHM","DTW",625,9,10,0,"",0,NA,NA,NA,NA,NA
"2871747",5,10,6,1901,1845,2051,2040,"AA",374,"N3BRAA",110,115,92,11,16,"MIA","ATL",595,5,13,0,"",0,NA,NA,NA,NA,NA
"5232509",9,9,2,1515,1515,1724,1723,"NW",511,"N335NB",189,188,163,1,0,"LGA","MSP",1020,13,13,0,"",0,NA,NA,NA,NA,NA
"1356067",3,7,5,2121,2100,2301,2250,"OO",3782,"N432SW",100,110,77,11,21,"SLC","TUS",601,4,19,0,"",0,NA,NA,NA,NA,NA
"6968817",12,27,6,1730,1730,2005,2019,"B6",364,"N763JB",155,169,138,-14,0,"PBI","LGA",1035,4,13,0,"",0,NA,NA,NA,NA,NA
"2220780",4,16,3,2128,2135,2247,2301,"NW",711,"N529US",199,206,173,-14,-7,"MSP","LAS",1300,9,17,0,"",0,NA,NA,NA,NA,NA
"719695",2,14,4,1410,1410,1620,1622,"XE",2479,"N17513",130,132,111,-2,0,"IAH","DSM",802,5,14,0,"",0,NA,NA,NA,NA,NA
"4874174",9,11,4,1729,1720,1845,1840,"WN",1768,"N663SW",76,80,62,5,9,"STL","BHM",410,3,11,0,"",0,NA,NA,NA,NA,NA
"48505",1,17,4,1710,1535,1847,1705,"WN",46,"N692SW",157,150,145,102,95,"TPA","HOU",781,3,9,0,"",0,8,0,7,0,87
"813170",2,19,2,857,859,1208,1230,"UA",73,"N211UA",311,331,282,-22,-2,"SFO","HNL",2398,2,27,0,"",0,NA,NA,NA,NA,NA
"595404",1,7,1,1845,1855,2032,2056,"DL",469,"N972DL",107,121,84,-24,-10,"DCA","ATL",547,14,9,0,"",0,NA,NA,NA,NA,NA
"588918",1,1,2,1730,1703,2047,2035,"DL",1749,"N685DA",317,332,294,12,27,"BOS","SLC",2105,8,15,0,"",0,NA,NA,NA,NA,NA
"780951",2,11,1,640,640,1011,1018,"OO",4127,"N814SK",151,158,121,-7,0,"MSP","ATL",906,15,15,0,"",0,NA,NA,NA,NA,NA
"6541466",12,27,6,1730,1605,117,2350,"WN",682,"N270WN",287,285,262,87,85,"LAS","BDL",2298,9,16,0,"",0,14,0,2,0,71
"5517976",10,23,4,1610,1610,1730,1735,"YV",2640,"N921FJ",80,85,53,-5,0,"CLT","IAD",321,7,20,0,"",0,NA,NA,NA,NA,NA
"3765418",7,21,1,1105,1110,1214,1212,"OH",5589,"N973CA",69,62,54,2,-5,"LAN","CVG",258,5,10,0,"",0,NA,NA,NA,NA,NA
"1497630",3,29,6,822,825,1225,1153,"DL",411,"N3746H",423,388,387,32,-3,"JFK","SFO",2586,7,29,0,"",0,0,0,32,0,0
"4460584",8,21,4,902,905,1028,1031,"UA",203,"N203UA",86,86,70,-3,-3,"ORD","MSP",334,7,9,0,"",0,NA,NA,NA,NA,NA
"2835279",5,4,7,1919,1925,2013,2022,"NW",1253,"N8960E",54,57,34,-9,-6,"MEM","BHM",211,3,17,0,"",0,NA,NA,NA,NA,NA
"1353636",3,5,3,1628,1621,1741,1743,"OO",6112,"N941SW",73,82,57,-2,7,"SFO","PSP",421,4,12,0,"",0,NA,NA,NA,NA,NA
"4578292",8,7,4,735,730,916,912,"EV",4868,"N872AS",101,102,79,4,5,"ATL","CLE",554,6,16,0,"",0,NA,NA,NA,NA,NA
"107660",1,13,7,1915,1915,2104,2117,"XE",2747,"N13913",169,182,124,-13,0,"EWR","BNA",748,7,38,0,"",0,NA,NA,NA,NA,NA
"2871719",5,13,2,1408,1135,1531,1255,"AA",373,"N3BKAA",143,140,126,156,153,"ATL","DFW",732,6,11,0,"",0,150,0,3,0,3
"4552196",8,28,4,1545,1550,1748,1750,"DL",868,"N979DL",123,120,85,-2,-5,"FLL","ATL",581,12,26,0,"",0,NA,NA,NA,NA,NA
"6482224",12,8,1,1841,1835,2055,2110,"WN",558,"N216WR",254,275,239,-15,6,"MDW","LAX",1750,8,7,0,"",0,NA,NA,NA,NA,NA
"5074508",9,2,2,1602,1535,1704,1653,"US",701,"N512AU",122,138,98,11,27,"PHL","ORD",678,6,18,0,"",0,NA,NA,NA,NA,NA
"2510429",5,21,3,1454,1505,1651,1655,"XE",2226,"N13979",177,170,161,-4,-11,"GSO","IAH",986,8,8,0,"",0,NA,NA,NA,NA,NA
"3968027",7,27,7,657,700,1116,1128,"F9",616,"N914FR",139,148,120,-12,-3,"DEN","IND",977,9,10,0,"",0,NA,NA,NA,NA,NA
"5570455",10,10,5,1609,1612,1923,1929,"OO",6274,"N924SW",134,137,109,-6,-3,"ORD","HPN",738,5,20,0,"",0,NA,NA,NA,NA,NA
"4561731",8,1,5,1231,1220,1319,1317,"EV",4323,"N860AS",48,57,32,2,11,"GSP","ATL",153,8,8,0,"",0,NA,NA,NA,NA,NA
"5604491",10,1,3,951,957,1217,1233,"UA",762,"N936UA",86,96,71,-16,-6,"DEN","TUL",541,5,10,0,"",0,NA,NA,NA,NA,NA
"3806434",7,17,4,1817,1821,1956,2007,"OO",5944,"N983SW",99,106,79,-11,-4,"FAR","ORD",557,9,11,0,"",0,NA,NA,NA,NA,NA
"4517437",8,19,2,1200,1200,1331,1333,"US",2033,"N769US",91,93,73,-2,0,"BOS","DCA",399,4,14,0,"",0,NA,NA,NA,NA,NA
"5313465",9,6,6,650,655,1031,1040,"AA",2042,"N490AA",161,165,144,-9,-5,"DFW","FLL",1119,7,10,0,"",0,NA,NA,NA,NA,NA
"1579880",3,11,2,1532,1400,1646,1520,"MQ",3857,"N928AE",74,80,58,86,92,"DFW","JAN",408,3,13,0,"",0,0,23,0,0,63
"1572221",3,26,3,1825,1830,2025,2035,"MQ",3514,"N504AE",180,185,155,-10,-5,"PIT","DFW",1068,17,8,0,"",0,NA,NA,NA,NA,NA
"4417817",8,9,6,1608,1613,1850,1900,"OO",3760,"N435SW",102,107,87,-10,-5,"BUR","SLC",574,4,11,0,"",0,NA,NA,NA,NA,NA
"1174529",2,14,4,1359,1407,2146,2140,"DL",650,"N136DL",287,273,249,6,-8,"SFO","ATL",2139,21,17,0,"",0,NA,NA,NA,NA,NA
"3880814",7,8,2,945,955,1131,1153,"US",1910,"N106US",106,118,81,-22,-10,"CLT","LGA",544,8,17,0,"",0,NA,NA,NA,NA,NA
"5883655",10,24,5,1359,1400,1625,1643,"AS",652,"N754AS",146,163,129,-18,-1,"PDX","PHX",1009,3,14,0,"",0,NA,NA,NA,NA,NA
"6830355",12,27,6,1341,1150,1524,1300,"MQ",3797,"N685MQ",103,70,49,144,111,"DFW","HOU",247,5,49,0,"",0,111,0,33,0,0
"2023291",4,25,5,941,945,1044,1047,"UA",609,"N515UA",123,122,99,-3,-4,"DCA","ORD",612,7,17,0,"",0,NA,NA,NA,NA,NA
"4535506",8,1,5,2226,2125,2225,2130,"WN",1947,"N397SW",59,65,48,55,61,"SDF","MDW",271,4,7,0,"",0,0,0,0,0,55
"1688473",3,19,3,1100,940,1150,1035,"AA",1361,"N598AA",110,115,89,75,80,"DFW","COS",592,4,17,0,"",0,75,0,0,0,0
"5045013",9,6,6,1213,1218,1241,1255,"UA",280,"N824UA",88,97,62,-14,-5,"PIT","ORD",412,9,17,0,"",0,NA,NA,NA,NA,NA
"457263",1,10,4,1003,1005,1252,1300,"9E",2922,"87219E",109,115,82,-8,-2,"HSV","DTW",554,13,14,0,"",0,NA,NA,NA,NA,NA
"337651",1,23,3,1019,1020,1103,1105,"EV",4630,"N908EV",44,45,29,-2,-1,"CSG","ATL",83,8,7,0,"",0,NA,NA,NA,NA,NA
"5136077",9,6,6,2040,2045,2215,2222,"EV",4359,"N634AS",95,97,75,-7,-5,"ATL","MYR",317,5,15,0,"",0,NA,NA,NA,NA,NA
"5155798",9,11,4,1855,1900,2328,2329,"F9",612,"N937FR",153,149,116,-1,-5,"DEN","IND",977,9,28,0,"",0,NA,NA,NA,NA,NA
"2883480",5,10,6,1816,1825,2108,2105,"AA",863,"N414AA",232,220,197,3,-9,"PHL","DFW",1302,9,26,0,"",0,NA,NA,NA,NA,NA
"1783474",3,11,2,1058,1105,1439,1427,"DL",1893,"N924DL",221,202,155,12,-7,"LGA","PBI",1035,4,62,0,"",0,NA,NA,NA,NA,NA
"4264855",8,12,2,1830,1835,1926,1940,"WN",53,"N649SW",56,65,48,-14,-5,"LBB","DAL",293,2,6,0,"",0,NA,NA,NA,NA,NA
"3685473",7,27,7,1052,1045,1114,1115,"WN",2890,"N496WN",82,90,71,-1,7,"JAX","BNA",484,4,7,0,"",0,NA,NA,NA,NA,NA
"2721622",5,11,7,1651,1655,1747,1800,"EV",4616,"N683BR",56,65,43,-13,-4,"MCO","TLH",227,4,9,0,"",0,NA,NA,NA,NA,NA
"6378388",11,27,4,703,705,934,940,"AA",1271,"N3DHAA",211,215,178,-6,-2,"DCA","DFW",1192,23,10,0,"",0,NA,NA,NA,NA,NA
"1264632",3,29,6,1153,1150,1436,1440,"WN",2351,"N524SW",163,170,151,-4,3,"TPA","PVD",1137,2,10,0,"",0,NA,NA,NA,NA,NA
"3332274",6,29,7,1349,1355,1508,1520,"EV",4718,"N850AS",79,85,61,-12,-6,"TLH","MIA",403,7,11,0,"",0,NA,NA,NA,NA,NA
"2297833",4,14,1,1850,1850,2047,2110,"AA",1677,"N5EKAA",237,260,212,-23,0,"ORD","SNA",1726,6,19,0,"",0,NA,NA,NA,NA,NA
"6257802",11,7,5,754,800,1023,1026,"FL",181,"N936AT",149,146,132,-3,-6,"DCA","RSW",892,5,12,0,"",0,NA,NA,NA,NA,NA
"5317858",9,11,4,2251,2235,2338,2325,"AA",2426,"N473AA",47,50,33,13,16,"DFW","AUS",190,5,9,0,"",0,NA,NA,NA,NA,NA
"3121360",6,26,4,1032,1034,1142,1149,"XE",2254,"N14933",70,75,57,-7,-2,"BRO","IAH",308,6,7,0,"",0,NA,NA,NA,NA,NA
"4559739",8,22,5,1602,1605,1713,1723,"EV",4257,"N834AS",131,138,107,-10,-3,"ATL","ICT",781,3,21,0,"",0,NA,NA,NA,NA,NA
"2253498",4,27,7,1431,1435,1556,1550,"9E",5735,"85159E",85,75,47,6,-4,"MEM","SHV",285,7,31,0,"",0,NA,NA,NA,NA,NA
"4264773",8,12,2,900,900,1004,1010,"WN",2118,"N773SA",64,70,52,-6,0,"LAX","OAK",337,5,7,0,"",0,NA,NA,NA,NA,NA
"3342831",6,14,6,2031,2035,2331,2354,"F9",546,"N948FR",120,139,103,-23,-4,"DEN","MDW",895,6,11,0,"",0,NA,NA,NA,NA,NA
"1732420",3,15,6,649,630,838,820,"B6",1251,"N605JB",109,110,70,18,19,"BOS","IAD",413,25,14,0,"",0,18,0,0,0,0
"6368880",11,27,4,1055,1055,1146,1200,"AA",788,"N3ANAA",51,65,34,-14,0,"TPA","MIA",204,7,10,0,"",0,NA,NA,NA,NA,NA
"5438585",10,19,7,1922,1820,2053,1950,"WN",949,"N211WN",91,90,72,63,62,"SAN","SMF",480,4,15,0,"",0,2,0,1,0,60
"2399050",5,6,2,1301,1300,1418,1415,"WN",3220,"N741SA",77,75,64,3,1,"LAX","RNO",390,4,9,0,"",0,NA,NA,NA,NA,NA
"5153128",9,1,1,1856,1900,2318,2329,"F9",612,"N905FR",142,149,122,-11,-4,"DEN","IND",977,6,14,0,"",0,NA,NA,NA,NA,NA
"2715523",5,21,3,1339,1345,1520,1532,"EV",4408,"N760EV",101,107,81,-12,-6,"PHL","CVG",507,6,14,0,"",0,NA,NA,NA,NA,NA
"4163959",7,1,2,1012,1015,1132,1131,"B6",103,"N595JB",80,76,58,1,-3,"BUF","JFK",301,7,15,0,"",0,NA,NA,NA,NA,NA
"2009406",4,7,1,746,745,1135,1113,"UA",173,"N573UA",409,388,386,22,1,"BOS","SFO",2704,7,16,0,"",0,0,0,22,0,0
"5678160",10,27,1,2152,2130,2219,2209,"DL",891,"N632DL",87,99,63,10,22,"ATL","MSY",425,7,17,0,"",0,NA,NA,NA,NA,NA
"2043375",4,1,2,858,900,1026,1034,"US",1568,"N929UW",88,94,71,-8,-2,"BWI","CLT",361,5,12,0,"",0,NA,NA,NA,NA,NA
"5009776",9,11,4,1259,1301,1428,1433,"OO",5773,"N566SW",89,92,72,-5,-2,"LAS","FAT",258,5,12,0,"",0,NA,NA,NA,NA,NA
"5663696",10,15,3,1256,1300,1544,1558,"DL",1264,"N3754A",108,118,87,-14,-4,"SEA","SLC",689,6,15,0,"",0,NA,NA,NA,NA,NA
"1323091",3,23,7,933,945,1027,1053,"YV",7084,"N447YV",54,68,37,-26,-12,"EGE","DEN",121,9,8,0,"",0,NA,NA,NA,NA,NA
"1427390",3,27,4,1014,1016,1321,1250,"UA",1140,"N417UA",127,94,70,31,-2,"DEN","MCI",533,5,52,0,"",0,0,0,31,0,0
"6749008",12,23,2,1345,1345,1631,1629,"DL",1285,"N915DL",166,164,116,2,0,"JFK","ATL",760,11,39,0,"",0,NA,NA,NA,NA,NA
"6545770",12,28,7,1854,1855,2010,2030,"WN",3586,"N759GS",76,95,64,-20,-1,"SAN","OAK",446,4,8,0,"",0,NA,NA,NA,NA,NA
"2125967",4,10,4,2015,2015,2125,2135,"EV",4818,"N355CA",130,140,108,-10,0,"ATL","MCI",692,4,18,0,"",0,NA,NA,NA,NA,NA
"360359",1,10,4,1108,1117,1144,1202,"FL",562,"N284AT",96,105,75,-18,-9,"ATL","BMI",533,3,18,0,"",0,NA,NA,NA,NA,NA
"1029879",2,17,7,920,926,1111,1112,"NW",1633,"N321NB",111,106,82,-1,-6,"DCA","DTW",405,10,19,0,"",0,NA,NA,NA,NA,NA
"1611875",3,10,1,919,921,1206,1152,"NW",420,"N344NW",167,151,135,14,-2,"DTW","MCO",957,7,25,0,"",0,NA,NA,NA,NA,NA
"869466",2,18,1,953,835,1233,1116,"US",771,"N530AU",160,161,139,77,78,"DCA","FLL",899,4,17,0,"",0,12,0,0,0,65
"2539243",5,30,5,1813,1816,1852,1859,"YV",7063,"N456YV",39,43,23,-7,-3,"DEN","COS",72,5,11,0,"",0,NA,NA,NA,NA,NA
"3436917",6,9,1,831,830,1053,1047,"NW",822,"N9333",142,137,119,6,1,"IND","MCO",828,7,16,0,"",0,NA,NA,NA,NA,NA
"2407940",5,8,4,1233,1230,1445,1430,"WN",616,"N442WN",312,300,299,15,3,"TPA","LAS",1984,4,9,0,"",0,0,0,15,0,0
"4305713",8,24,7,811,810,1034,1050,"WN",1745,"N215WN",323,340,311,-16,1,"PVD","LAS",2363,5,7,0,"",0,NA,NA,NA,NA,NA
"4716643",8,11,1,2007,1945,2343,2335,"AA",318,"N576AA",156,170,142,8,22,"DFW","DCA",1192,4,10,0,"",0,NA,NA,NA,NA,NA
"383593",1,13,7,1810,1816,1907,1915,"MQ",3222,"N266AE",57,59,33,-8,-6,"LAW","DFW",140,17,7,0,"",0,NA,NA,NA,NA,NA
"2274108",4,26,6,1837,1840,2049,2100,"AA",663,"N5ELAA",252,260,234,-11,-3,"MIA","DEN",1709,8,10,0,"",0,NA,NA,NA,NA,NA
"962102",2,11,1,959,1000,1037,1037,"HA",316,"N485HA",38,37,21,0,-1,"HNL","OGG",100,5,12,0,"",0,NA,NA,NA,NA,NA
"2596071",5,26,1,1610,1610,1843,1855,"OO",3984,"N609SK",93,105,79,-12,0,"ONT","SLC",558,4,10,0,"",0,NA,NA,NA,NA,NA
"6716234",12,19,5,1454,1500,1641,1653,"US",1814,"N434US",107,113,92,-12,-6,"RSW","CLT",600,5,10,0,"",0,NA,NA,NA,NA,NA
"932335",2,4,1,2106,2100,2236,2220,"F9",576,"N805FR",90,80,70,16,6,"SLC","DEN",391,7,13,0,"",0,0,0,10,0,6
"5185735",9,3,3,1549,1554,1636,1645,"MQ",3082,"N240DS",47,51,33,-9,-5,"SBA","LAX",89,6,8,0,"",0,NA,NA,NA,NA,NA
"2131635",4,9,3,1408,1416,1620,1623,"F9",677,"N905FR",252,247,230,-3,-8,"MCO","DEN",1545,7,15,0,"",0,NA,NA,NA,NA,NA
"6171772",11,10,1,1116,1115,1308,1321,"US",923,"N440US",112,126,93,-13,1,"FLL","CLT",631,8,11,0,"",0,NA,NA,NA,NA,NA
"809168",2,28,4,544,600,655,717,"OO",6457,"N908SW",71,77,52,-22,-16,"PMD","SFO",316,6,13,0,"",0,NA,NA,NA,NA,NA
"2810100",5,7,3,940,940,1335,1350,"MQ",4873,"N738NR",175,190,158,-15,0,"XNA","LGA",1147,4,13,0,"",0,NA,NA,NA,NA,NA
"3841377",7,6,7,1231,1235,1605,1555,"UA",336,"N539UA",154,140,138,10,-4,"LAX","DEN",862,5,11,0,"",0,NA,NA,NA,NA,NA
"1328297",3,31,1,NA,1144,NA,1240,"YV",7151,"N455YV",NA,56,NA,NA,NA,"ASE","DEN",125,NA,NA,1,"B",0,NA,NA,NA,NA,NA
"482361",1,5,6,612,615,728,735,"AA",361,"N597AA",136,140,120,-7,-3,"IND","DFW",762,5,11,0,"",0,NA,NA,NA,NA,NA
"4589203",8,27,3,633,640,735,743,"F9",573,"N924FR",182,183,160,-8,-7,"DTW","DEN",1123,10,12,0,"",0,NA,NA,NA,NA,NA
"5890387",10,9,4,1145,1200,1435,1437,"B6",667,"N292JB",170,157,148,-2,-15,"BUF","MCO",1011,4,18,0,"",0,NA,NA,NA,NA,NA
"3620920",7,8,2,2303,2125,2336,2215,"WN",1159,"N358SW",93,110,77,81,98,"BWI","BNA",588,4,12,0,"",0,31,0,0,0,50
"2918835",5,28,3,1920,1920,2045,2045,"AA",2467,"N501AA",145,145,128,0,0,"MCO","STL",880,5,12,0,"",0,NA,NA,NA,NA,NA
"5633855",10,14,2,1819,1820,2000,2004,"US",1105,"N923UW",161,164,127,-4,-1,"CLT","DFW",936,8,26,0,"",0,NA,NA,NA,NA,NA
"1964336",4,18,5,716,720,831,852,"OO",6484,"N973SW",75,92,64,-21,-4,"IDA","DEN",458,6,5,0,"",0,NA,NA,NA,NA,NA
"3286414",6,25,3,2215,2035,53,2334,"US",1549,"N185UW",338,359,318,79,100,"PHL","SEA",2378,5,15,0,"",0,79,0,0,0,0
"5207997",9,18,4,717,730,712,730,"MQ",4104,"N665BC",55,60,41,-18,-13,"MQT","MKE",236,7,7,0,"",0,NA,NA,NA,NA,NA
"3253675",6,9,1,1552,1403,1640,1458,"UA",1617,"N445UA",108,115,89,102,109,"DEN","LAS",629,9,10,0,"",0,12,0,0,0,90
"3817787",7,24,4,1310,1301,1418,1413,"OO",5482,"N229SW",68,72,51,5,9,"SFO","RDD",199,6,11,0,"",0,NA,NA,NA,NA,NA
"5724504",10,18,6,1754,1759,1808,1821,"FL",529,"N925AT",74,82,52,-13,-5,"ATL","MEM",332,6,16,0,"",0,NA,NA,NA,NA,NA
"5751578",10,24,5,1600,1520,1823,1745,"MQ",3688,"N662MQ",143,145,124,38,40,"MSN","DFW",821,11,8,0,"",0,0,0,0,0,38
"398883",1,24,4,1117,1120,1244,1240,"MQ",3875,"N845AE",87,80,67,4,-3,"DFW","CRP",354,4,16,0,"",0,NA,NA,NA,NA,NA
"6035054",11,24,1,1025,1033,1213,1220,"XE",2620,"N21130",108,107,83,-7,-8,"ICT","IAH",542,14,11,0,"",0,NA,NA,NA,NA,NA
"4911195",9,23,2,2013,2020,36,55,"WN",1521,"N709SW",143,155,131,-19,-7,"LAS","SAT",1069,3,9,0,"",0,NA,NA,NA,NA,NA
"5404923",10,9,4,1610,1610,4,2355,"WN",1191,"N228WN",294,285,249,9,0,"LAS","ALB",2237,4,41,0,"",0,NA,NA,NA,NA,NA
"3454080",6,28,6,1709,1705,1941,1954,"9E",2881,"86319E",92,109,72,-13,4,"BNA","DTW",457,9,11,0,"",0,NA,NA,NA,NA,NA
"2908320",5,3,6,1541,1535,2021,2030,"AA",1840,"N3BWAA",160,175,135,-9,6,"SNA","DFW",1205,12,13,0,"",0,NA,NA,NA,NA,NA
"716264",2,28,4,1923,1855,2243,2218,"XE",2882,"N22971",140,143,118,25,28,"BNA","EWR",748,7,15,0,"",0,0,0,0,0,25
"4318285",8,28,4,736,740,839,850,"WN",396,"N220WN",63,70,47,-11,-4,"LAX","SJC",308,3,13,0,"",0,NA,NA,NA,NA,NA
"3108899",6,19,4,1140,1140,1350,1352,"XE",2924,"N12136",130,132,109,-2,0,"IAH","OMA",781,5,16,0,"",0,NA,NA,NA,NA,NA
"4420775",8,11,1,1758,1808,2012,2023,"OO",2605,"N710BR",74,75,60,-11,-10,"MKE","SDF",348,4,10,0,"",0,NA,NA,NA,NA,NA
"4448389",8,27,3,1819,1824,1959,2020,"OO",6699,"N980SW",100,116,87,-21,-5,"ELP","DEN",563,5,8,0,"",0,NA,NA,NA,NA,NA
"4466042",8,4,1,2224,1750,58,2007,"UA",371,"N539UA",274,257,241,291,274,"ORD","PDX",1739,5,28,0,"",0,0,170,17,0,104
"3499323",6,12,4,1244,1235,1317,1255,"AA",1279,"N527AA",153,140,123,22,9,"DFW","PHX",868,5,25,0,"",0,9,0,13,0,0
"6482685",12,8,1,1941,1945,2217,2245,"WN",1517,"N773SA",156,180,145,-28,-4,"PHL","FLL",992,3,8,0,"",0,NA,NA,NA,NA,NA
"2891304",5,22,4,1114,1120,1322,1325,"AA",1213,"N298AA",188,185,162,-3,-6,"DCA","DFW",1192,13,13,0,"",0,NA,NA,NA,NA,NA
"5977683",11,14,5,718,720,906,910,"WN",2867,"N514SW",108,110,96,-4,-2,"HOU","BNA",670,5,7,0,"",0,NA,NA,NA,NA,NA
"4813794",8,17,7,1454,1455,1614,1611,"CO",1710,"N59630",80,76,54,3,-1,"IAH","MFE",316,6,20,0,"",0,NA,NA,NA,NA,NA
"2911711",5,12,1,1104,1050,1547,1550,"AA",1978,"N431AA",163,180,141,-3,14,"BUR","DFW",1231,11,11,0,"",0,NA,NA,NA,NA,NA
"4823414",8,9,6,1947,1950,2032,2041,"CO",1441,"N35407",45,51,27,-9,-3,"IAH","AUS",140,6,12,0,"",0,NA,NA,NA,NA,NA
"2699700",5,24,6,729,730,1013,1016,"DL",1863,"N612DL",164,166,126,-3,-1,"LGA","MCO",950,8,30,0,"",0,NA,NA,NA,NA,NA
"5679066",10,28,2,1659,1645,1821,1827,"DL",11,"N126DL",262,282,245,-6,14,"ATL","SAN",1891,3,14,0,"",0,NA,NA,NA,NA,NA
"3333062",6,7,6,2030,2035,2054,2117,"EV",4748,"N936EV",84,102,67,-23,-5,"ATL","LFT",503,6,11,0,"",0,NA,NA,NA,NA,NA
"6945544",12,7,7,746,750,925,930,"AS",61,"N763AS",159,160,136,-5,-4,"SEA","JNU",909,5,18,0,"",0,NA,NA,NA,NA,NA
"6870740",12,27,6,1201,1202,1255,1313,"NW",1447,"N8929E",114,131,94,-18,-1,"DTW","MSP",528,6,14,0,"",0,NA,NA,NA,NA,NA
"1479208",3,1,6,1202,1150,1807,1800,"WN",2437,"N443WN",245,250,227,7,12,"SEA","BNA",1977,6,12,0,"",0,NA,NA,NA,NA,NA
"1336139",3,15,6,1525,1525,1820,1834,"OH",5644,"N376CA",115,129,100,-14,0,"DFW","CVG",812,3,12,0,"",0,NA,NA,NA,NA,NA
"3935794",7,21,1,1851,1846,1838,1854,"EV",4199,"N901EV",47,68,28,-16,5,"ATL","MGM",147,4,15,0,"",0,NA,NA,NA,NA,NA
"4368328",8,7,4,611,615,703,713,"YV",7283,"N514MJ",52,58,32,-10,-4,"ORF","IAD",157,8,12,0,"",0,NA,NA,NA,NA,NA
"3159450",6,21,6,1220,1220,1347,1344,"OH",5755,"N964CA",87,84,65,3,0,"CVG","IAD",388,9,13,0,"",0,NA,NA,NA,NA,NA
"4787170",8,14,4,2146,2029,32,2312,"B6",581,"N629JB",166,163,147,80,77,"HPN","PBI",1057,3,16,0,"",0,1,0,3,0,76
"4061991",7,13,7,2345,2350,740,808,"NW",840,"N503US",295,318,275,-28,-5,"ANC","MSP",2518,3,17,0,"",0,NA,NA,NA,NA,NA
"1144192",2,7,4,903,900,1037,1043,"CO",481,"N75861",274,283,251,-6,3,"CLE","LAS",1825,12,11,0,"",0,NA,NA,NA,NA,NA
"3467909",6,2,1,1438,1440,1653,1658,"9E",5799,"89059E",75,78,52,-5,-2,"MEM","SDF",320,7,16,0,"",0,NA,NA,NA,NA,NA
"6249705",11,14,5,2140,2125,2334,2319,"F9",837,"N921FR",174,174,156,15,15,"DEN","SEA",1024,5,13,0,"",0,2,0,13,0,0
"3755625",7,24,4,700,700,820,809,"YV",2840,"N987HA",80,69,43,11,0,"YUM","PHX",160,5,32,0,"",0,NA,NA,NA,NA,NA
"910946",2,11,1,1400,1400,1425,1448,"EV",4210,"N842AS",25,48,13,-23,0,"ATL","CHA",106,5,7,0,"",0,NA,NA,NA,NA,NA
"6565796",12,19,5,1109,1110,1208,1222,"XE",2782,"N14939",59,72,41,-14,-1,"IAH","DFW",224,9,9,0,"",0,NA,NA,NA,NA,NA
"4493442",8,9,6,1413,1355,1736,1734,"UA",1614,"N490UA",143,159,129,2,18,"DEN","MSY",1062,3,11,0,"",0,NA,NA,NA,NA,NA
"430312",1,31,4,1517,1519,1613,1614,"NW",423,"N521US",116,115,91,-1,-2,"DTW","MSP",528,7,18,0,"",0,NA,NA,NA,NA,NA
"5160008",9,28,7,1505,1515,1808,1818,"F9",285,"N936FR",123,123,101,-10,-10,"DEN","STL",770,5,17,0,"",0,NA,NA,NA,NA,NA
"6821863",12,28,7,1452,1425,1522,1505,"MQ",3441,"N816MQ",30,40,18,17,27,"DFW","ACT",89,4,8,0,"",0,17,0,0,0,0
"5290310",9,8,1,1857,1850,1951,1945,"AA",1113,"N291AA",54,55,32,6,7,"DFW","AUS",190,5,17,0,"",0,NA,NA,NA,NA,NA
"6090360",11,14,5,915,917,1039,1050,"OO",2825,"N407SW",84,93,73,-11,-2,"BNA","MKE",475,3,8,0,"",0,NA,NA,NA,NA,NA
"3935955",7,18,5,1835,1830,1922,1930,"EV",4203,"N684BR",107,120,89,-8,5,"ATL","TUL",674,2,16,0,"",0,NA,NA,NA,NA,NA
"1037070",2,8,5,2224,2227,2339,2345,"9E",2986,"87109E",75,78,41,-6,-3,"DTW","PLN",243,7,27,0,"",0,NA,NA,NA,NA,NA
